Title,Year,DOI
"Pipe material and natural organic matter impact drinking water biofilm microbial community, pathogen profiles and antibiotic resistome deciphered by metagenomics assembly",2024,10.1016/j.envres.2024.119964
DNA nanotube-carrying antimicrobial peptide confers improved anti-infective therapy,2024,10.1016/j.nantod.2024.102508
Machine learning-based prediction of antibiotic resistance in Mycobacterium tuberculosis clinical isolates from Uganda,2024,10.1186/s12879-024-10282-7
A Standardized Mouse Model for Wound Infection with Pseudomonas aeruginosa,2024,10.3390/ijms252111773
Computational systems and network biology perspective: Understanding Klebsiella pneumoniae infection mechanisms,2024,10.1016/j.microb.2024.100175
An integrated strain-level analytic pipeline utilizing longitudinal metagenomic data,2024,10.1128/spectrum.01431-24
Graphical Abstract TOC,2024,10.1016/S1773-2247(24)01023-2
Characterization and bioinformatic analysis of a new chimeric endolysin against MRSA with great stability,2024,10.1186/s13568-024-01812-2
The Deinococcus protease PprI senses DNA damage by directly interacting with single-stranded DNA,2024,10.1038/s41467-024-46208-9
Escherichia coli resistance mechanism AcrAB-TolC efflux pump interactions with commonly used antibiotics: a molecular dynamics study,2024,10.1038/s41598-024-52536-z
Exploiting lung adaptation and phage steering to clear pan-resistant Pseudomonas aeruginosa infections in vivo,2024,10.1038/s41467-024-45785-z
Amyloid transformations of phenol soluble modulin α1 in Staphylococcus aureus and their modulation deploying a prenylated chalcone,2024,10.1038/s41598-024-69344-0
Diversity and potential functional role of phyllosphere-associated actinomycetota isolated from cupuassu (Theobroma grandiflorum) leaves: implications for ecosystem dynamics and plant defense strategies,2024,10.1007/s00438-024-02162-1
Bacteria can compensate the fitness costs of amplified resistance genes via a bypass mechanism,2024,10.1038/s41467-024-46571-7
Survival strategies of Eisenia fetida in antibiotic-contaminated soil based on screening canonical correlation analysis model,2024,10.1016/j.ecoenv.2024.117367
Risk level and removal performance of antibiotic resistance genes and bacterial pathogens in static composting with different temperatures,2024,10.1016/j.biortech.2024.131420
Near-infrared in vivo imaging system for dynamic visualization of lung-colonizing bacteria in mouse pneumonia,2024,10.1128/spectrum.00828-24
Alterations in Ileal Microbiota and Fecal Metabolite Profiles of Chickens with Immunity to Eimeria mitis,2024,10.3390/ani14233515
The evolution of heteroresistance via small colony variants in Escherichia coli following long term exposure to bacteriostatic antibiotics,2024,10.1038/s41467-024-52166-z
The two-component sensor factor envZ influences antibiotic resistance and virulence in the evolutionary dynamics of multidrug-resistant Salmonella enteritidis causing multisite invasive infections,2024,10.1093/jac/dkae355
Quantum mechanical analysis of newly synthesized HIV-1 protease inhibitors: evaluation of wild-type and resistant strain binding interactions,2024,10.1039/d4cp02895c
Soil metabolic processes influenced by rice roots co-regulates the environmental evolution of antibiotic resistome,2024,10.1016/j.envint.2024.109116
"Effect of Soil-pH, temperature and moisture content on sorption dynamics of metformin and erythromycin",2024,10.1016/j.envres.2024.120270
Heterogeneous survival upon disinfection underlies evolution of increased tolerance,2024,10.1128/spectrum.03276-22
Citrus-derived flavanones as neuraminidase inhibitors: In vitro and in silico study,2024,10.1016/j.ejmech.2024.116758
Unlocking the specificity of antimicrobial peptide interactions for membrane-targeted therapies,2024,10.1016/j.csbj.2024.04.022
Spatiotemporal profiles and underlying mechanisms of the antibiotic resistome in two water-diversion lakes,2024,10.1016/j.envres.2024.120051
Unveiling the hidden world: How arbuscular mycorrhizal fungi and its regulated core fungi modify the composition and metabolism of soybean rhizosphere microbiome,2024,10.1186/s40793-024-00624-y
"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station",2024,10.1186/s40168-024-01777-1
Private benefit of β-lactamase dictates selection dynamics of combination antibiotic treatment,2024,10.1038/s41467-024-52711-w
"Batzelladine D, a Marine Natural Product, Reverses the Fluconazole Resistance Phenotype Mediated by Transmembrane Transporters in Candida albicans and Interferes with Its Biofilm: An In Vitro and In Silico Study",2024,10.3390/md22110502
Molecular insights into the evolutionary trajectory of a Klebsiella aerogenes clinical isolate with a complex trade-off between resistance and virulence,2024,10.1128/aac.01036-24
"Sodium alginate-based biochar gel spheres: synthesis, structural analysis, and ofloxacin adsorption efficiency",2024,10.1088/2053-1591/ad988d
LysSYL: a broad-spectrum phage endolysin targeting Staphylococcus species and eradicating S. aureus biofilms,2024,10.1186/s12934-024-02359-4
Chitosan-based hydrogel beads with molecularly imprinted receptors on halloysite nanotubes for tetracycline separation in water and soil,2024,10.1016/j.envres.2024.119924
Bacterial outer membrane vesicles increase polymyxin resistance in Pseudomonas aeruginosa while inhibiting its quorum sensing,2024,10.1016/j.jhazmat.2024.135588
How cultural innovations trigger the emergence of new pathogens,2024,10.1073/pnas.2322882121
Microenvironment-responsive Bletilla polysaccharide hydrogel with photothermal antibacterial and macrophage polarization-regulating properties for diabetic wound healing,2024,10.1016/j.ijbiomac.2024.137819
Conjugative transfer of the IncN plasmid pKM101 is mediated by dynamic interactions between the TraK accessory factor and TraI relaxase,2024,10.1002/1873-3468.15011
Triggering Toll-Like Receptor 5 Signaling During Pneumococcal Superinfection Prevents the Selection of Antibiotic Resistance,2024,10.1093/infdis/jiae239
"Application of UV LEDs to inactivate antibiotic resistant bacteria: Kinetics, efficiencies, and reactivations",2024,10.1016/j.scitotenv.2024.173075
Elucidating the Substrate Envelope of Enterovirus 68-3C Protease: Structural Basis of Specificity and Potential Resistance,2024,10.3390/v16091419
Conformational ensembles in Klebsiella pneumoniae FimH impact uropathogenesis,2024,10.1073/pnas.2409655121
In silico and physico-chemical characterization of cluster formation dynamics in peptide solutions,2024,10.1016/j.bbrep.2024.101753
Predicting Pseudomonas aeruginosa drug resistance using artificial intelligence and clinical MALDI-TOF mass spectra,2024,10.1128/msystems.00789-24
Experimental genital tract infection demonstrates Neisseria gonorrhoeae MtrCDE efflux pump is not required for in vivo human infection and identifies gonococcal colonization bottleneck,2024,10.1371/journal.ppat.1012578
Interaction of Phytochemicals with Proteins Associated with Mucopolysaccharide Biosynthesis in Pseudomonas aeruginosa: a Predictive Study of Biomedical Interest,2024,10.33263/BRIAC143.063
Relevance of the bacteriophage adherence to mucus model for Pseudomonas aeruginosa phages,2024,10.1128/spectrum.03520-23
"Protective effects of antibiotic resistant bacteria on susceptibles in biofilm: Influential factors, mechanism, and modeling",2024,10.1016/j.scitotenv.2024.172668
Deciphering the Potential Therapeutic Effects of Hydnocarpus wightianus Seed Extracts using in vitro and in silico approaches,2024,10.1016/j.micpath.2024.106798
Virtual screening and molecular dynamics simulations of phytochemicals targeting cofactor-independent phosphoglycerate mutase in antimicrobial-resistant Mycoplasma genitalium,2024,10.1007/s13205-024-04082-8
Saturation Mutagenesis and Molecular Modeling: The Impact of Methionine 182 Substitutions on the Stability of β-Lactamase TEM-1,2024,10.3390/ijms25147691
A Dynamic Interplay of Innate Immune Responses During Urinary Tract Infection,2024,10.4110/in.2024.24.e31
"Molecular docking, ADME-Tox, DFT and molecular dynamics simulation of butyroyl glucopyranoside derivatives against DNA gyrase inhibitors as antimicrobial agents",2024,10.1016/j.molstruc.2024.137930
Enhanced sensitivity of extracellular antibiotic resistance genes (ARGs) to environmental concentrations of antibiotic,2024,10.1016/j.chemosphere.2024.142434
Identifying Novel Therapeutics for the Resistant Mutant “F533L” in PBP3 of Pseudomonas aeruginosa Using ML Techniques,2024,10.1021/acsomega.4c00929
Metagenomics reveals the potential transmission risk of resistomes from urban park environment to human,2024,10.1016/j.jhazmat.2024.135387
In vivo efficacy of phage cocktails against carbapenem resistance Acinetobacter baumannii in the rat pneumonia model,2024,10.1128/jvi.00467-24
Amoxicillin and penicillin G dosing in pediatric community-acquired pneumococcal pneumonia in the era of conjugate pneumococcal vaccines,2024,10.1002/phar.2756
Microplastic-Mediated Transfer of Tetracycline Resistance: Unveiling the Role of Mussels in Marine Ecosystems,2024,10.3390/antibiotics13080727
"Novel Pyrazino[1,2-a]indole-1,3(2H,4H)-dione Derivatives Targeting the Replication of Flaviviridae Viruses: Structural and Mechanistic Insights",2024,10.3390/v16081238
Dynamic evolution of Achromobacter xylosoxydans in a patient with leukemia receiving antibiotic treatment,2024,10.1016/j.ijantimicag.2024.107218
Identification of pathways to high-level vancomycin resistance in Clostridioides difficile that incur high fitness costs in key pathogenicity traits,2024,10.1371/journal.pbio.3002741
"Next generation antimitotic β-carboline derivatives modulate microtubule dynamics and downregulate NF-κB, ERK 1/2 and phospho HSP 27",2024,10.1016/j.lfs.2024.122836
Sinigrin reduces the virulence of Staphylococcus aureus by targeting coagulase,2024,10.1016/j.micpath.2024.106841
Metapopulation model of phage therapy of an acute Pseudomonas aeruginosa lung infection,2024,10.1128/msystems.00171-24
Studying the dynamics of the drug processing of pyrazinamide in Mycobacterium tuberculosis,2024,10.1371/journal.pone.0309352
Variation in the response to antibiotics and life-history across the major Pseudomonas aeruginosa clone type (mPact) panel,2024,10.1128/spectrum.00143-24
Limited Short-Term Evolution of SARS-CoV-2 RNA-Dependent RNA Polymerase under Remdesivir Exposure in Upper Respiratory Compartments,2024,10.3390/v16101511
"The Impact of SIV-Induced Immunodeficiency on SARS-CoV-2 Disease, Viral Dynamics, and Antiviral Immune Response in a Nonhuman Primate Model of Coinfection",2024,10.3390/v16071173
Evolutionary dynamics in gut-colonizing Candida glabrata during caspofungin therapy: Emergence of clinically important mutations in sphingolipid biosynthesis,2024,10.1371/journal.ppat.1012521
A low-barrier proton shared between two aspartates acts as a conformational switch that changes the substrate specificity of the β-lactamase BlaC,2024,10.1016/j.ijbiomac.2024.134665
Multi-habitat distribution and coalescence of resistomes at the watershed scale based on metagenomics,2024,10.1016/j.jhazmat.2024.135349
Nlrp6 protects from corticosterone-induced NSPC ferroptosis by modulating RIG-1/MAVS-mediated mitophagy,2024,10.1016/j.redox.2024.103196
The microbiome-derived antibacterial lugdunin acts as a cation ionophore in synergy with host peptides,2024,10.1128/mbio.00578-24
Recent approaches in computational modelling for controlling pathogen threats,2024,10.26508/lsa.202402666
Combination of oncolytic Maraba virus with immune checkpoint blockade overcomes therapy resistance in an immunologically cold model of advanced melanoma with dysfunctional T-cell receptor signalling,2024,10.1136/jitc-2024-009443
An additional proofreader contributes to DNA replication fidelity in mycobacteria,2024,10.1073/pnas.2322938121
SARS-CoV-2 Mpro inhibitor identification using a cellular gain-of-signal assay for high-throughput screening,2024,10.1016/j.slasd.2024.100181
Holistic Study Design Following Quality by Design Approach for Fabrication of Hybrid Polymeric Nanoparticulate Based Dry Powders as Carriers for Ciprofloxacin,2024,10.1016/j.xphs.2024.04.017
Pharmacophore-Assisted Covalent Docking Identifies a Potential Covalent Inhibitor for Drug-Resistant Genotype 3 Variants of Hepatitis C Viral NS3/4A Serine Protease,2024,10.3390/v16081250
New Sources of Resistance to Terbinafine Revealed and Squalene Epoxidase Modelled in the Dermatophyte Fungus Trichophyton interdigitale From Australia,2024,10.1111/myc.13795
Phage-Mediated Digestive Decolonization in a Gut-On-A-Chip Model: A Tale of Gut-Specific Bacterial Prosperity,2024,10.3390/v16071047
The Structure and Function of the Bacterial Osmotically Inducible Protein Y,2024,10.1016/j.jmb.2024.168668
HyperTraPS-CT: Inference and prediction for accumulation pathways with flexible data and model structures,2024,10.1371/journal.pcbi.1012393
"Dynamic antimicrobial resistance and phylogenomic structure of Salmonella Typhimurium from 2007 to 2019 in Shanghai, China",2024,10.1128/spectrum.00262-24
Ensemble Docking as a Tool for the Rational Design of Peptidomimetic Staphylococcus aureus Sortase A Inhibitors,2024,10.3390/ijms252011279
Bacteriophage therapy reduces Staphylococcus aureus in a porcine and human ex vivo burn wound infection model,2024,10.1128/aac.00650-24
WGS-based screening of the co-chaperone protein DjlA-induced curved DNA binding protein A (CbpA) from a new multidrug-resistant zoonotic mastitis-causing Klebsiella pneumoniae strain: a novel molecular target of selective flavonoids,2024,10.1007/s11030-023-10731-6
Molecular Basis of Influence of A501X Mutations in Penicillin-Binding Protein 2 of Neisseria gonorrhoeae Strain 35/02 on Ceftriaxone Resistance,2024,10.3390/ijms25158260
Enhanced degradation of enrofloxacin in mariculture wastewater based on marine bacteria and microbial carrier,2024,10.1016/j.jhazmat.2024.134555
Mutant fate in spatially structured populations on graphs: Connecting models to experiments,2024,10.1371/journal.pcbi.1012424
Review on unravelling the analytical signatures of fluoroquinolone antibiotics: Exploring diverse matrices through chemometric modelling,2024,10.1016/j.teac.2024.e00237
A ‘rich-get-richer’ mechanism drives patchy dynamics and resistance evolution in antibiotic-treated bacteria,2024,10.1038/s44320-024-00046-5
ASB3 expression aggravates inflammatory bowel disease by targeting TRAF6 protein stability and affecting the intestinal microbiota,2024,10.1128/mbio.02043-24
Global evolutionary dynamics of virulence genes in ST11-KL47 carbapenem-resistant Klebsiella pneumoniae,2024,10.1016/j.ijantimicag.2024.107245
Arginine catabolism is essential to polymyxin dependence in Acinetobacter baumannii,2024,10.1016/j.celrep.2024.114410
Elucidating the molecular properties and anti-mycobacterial activity of cysteine peptidase domain of D29 mycobacteriophage endolysin,2024,10.1128/jvi.01328-24
"Insilico exploration C. koseri ATP synthase inhibitors by pharmacophore-based virtual screening, molecular docking and MD simulation",2024,10.1371/journal.pone.0308251
How antimicrobial peptide indolicidin and its derivatives interact with phospholipid membranes: Molecular dynamics simulation,2024,10.1016/j.molstruc.2024.138625
dsAMP and dsAMPGAN: Deep Learning Networks for Antimicrobial Peptides Recognition and Generation,2024,10.3390/antibiotics13100948
Manipulation of natural transformation by AbaR-type islands promotes fixation of antibiotic resistance in Acinetobacter baumannii,2024,10.1073/pnas.2409843121
Concentration-resistance relationship and PK/PD evaluation of danofloxacin against emergence of resistant Pasteurella multocida in an in vitro dynamic model,2024,10.1093/jambio/lxae154
Effect of chitooligosaccharide on the binding domain of the SARS-COV-2 receptor,2024,10.1016/j.ijbiomac.2024.134957
Cancer drug-tolerant persister cells: from biological questions to clinical opportunities,2024,10.1038/s41568-024-00737-z
"It Takes Two to Make a Thing Go Right: Epistasis, Two-Component Response Systems, and Bacterial Adaptation",2024,10.3390/microorganisms12102000
Polymyxin B1 in the Escherichia coli inner membrane: A complex story of protein and lipopolysaccharide-mediated insertion,2024,10.1016/j.jbc.2024.107754
Geographical migration and fitness dynamics of Streptococcus pneumoniae,2024,10.1038/s41586-024-07626-3
"Lipases for targeted industrial applications, focusing on the development of biotechnologically significant aspects: A comprehensive review of recent trends in protein engineering",2024,10.1016/j.ijbiomac.2024.132853
A comprehensive study of SARS-CoV-2 mfigain protease (Mpro) inhibitor-resistant mutants selected in a VSV-based system,2024,10.1371/journal.ppat.1012522
Computational and in vitro analyses of the antibacterial effect of the ethanolic extract of Pluchea indica L. leaves,2024,10.3892/br.2024.1825
"Structures of trehalose-6-phosphate synthase, Tps1, from the fungal pathogen Cryptococcus neoformans: A target for antifungals",2024,10.1073/pnas.2314087121
Escherichia coli DNA replication: the old model organism still holds many surprises,2024,10.1093/femsre/fuae018
The SaeRS two-component system regulates virulence gene expression in group B Streptococcus during invasive infection,2024,10.1128/mbio.01975-24
Exploring the antibiotic resistance genes removal dynamics in chicken manure by composting,2024,10.1016/j.biortech.2024.131309
Nordalbergin Synergizes with Novel β-Lactam Antibiotics against MRSA Infection,2024,10.3390/ijms25147704
Transmission mechanism of antibiotic resistance genes and their differences between water and sediment in the Weihe River Basin,2024,10.1016/j.envres.2024.119057
Synergistic removal of total petroleum hydrocarbons and antibiotic resistance genes in Yellow River Delta wetlands contaminated soil composting regulated by biogas slurry addition,2024,10.1016/j.envres.2024.118724
Contrasting Dynamics of Intracellular and Extracellular Antibiotic Resistance Genes in Response to Nutrient Variations in Aquatic Environments,2024,10.3390/antibiotics13090817
High-throughput screening identification of apigenin that reverses the colistin resistance of mcr-1-positive pathogens,2024,10.1128/spectrum.00341-24
Integrated Population Exposure–Response of Dolutegravir in HIV-1 Supports Bridging of Clinical Response Influenced by Relevant Intrinsic and Extrinsic Patient Characteristics,2024,10.1002/cpt.3370
The many dimensions of combination therapy: How to combine antibiotics to limit resistance evolution,2024,10.1111/eva.13764
Evolutionary Dynamics of Accelerated Antiviral Resistance Development in Hypermutator Herpesvirus,2024,10.1093/molbev/msae119
Seasonal dynamics of antibiotic resistance genes and mobile genetic elements in a subtropical coastal ecosystem: Implications for environmental health risks,2024,10.1016/j.envres.2024.119298
"Identification of efflux pump inhibitors for Pseudomonas aeruginosa MexAB-OprM via ligand-based pharmacophores, 2D-QSAR, molecular docking, and molecular dynamics approaches",2024,10.1007/s11030-023-10758-9
Genomic evolution of ST228 SCCmec-I MRSA 10 years after a major nosocomial outbreak,2024,10.1128/jcm.00203-24
Enhancing the effectiveness of Polymyxin E with a Fisetin Nanoemulsion against a Colistin-resistant Salmonella typhimurium infection,2024,10.1016/j.phymed.2024.155768
Feasibility of engineered Bacillus subtilis for use as a microbiome-based topical drug delivery platform,2024,10.1002/btm2.10645
Free Energy Analysis of Peptide-Induced Pore Formation in Lipid Membranes by Bridging Atomistic and Coarse-Grained Simulations,2024,10.1021/acs.jpcb.4c03276
Modeling the transmission of antibiotic-resistant Enterobacterales in the community: A systematic review,2024,10.1016/j.epidem.2024.100783
Enhanced Mechanical Strength and Sustained Drug Release in Carrier-Free Silver-Coordinated Anthraquinone Natural Antibacterial Anti-Inflammatory Hydrogel for Infectious Wound Healing,2024,10.1002/adhm.202400841
"Hexestrol, an estrogen receptor agonist, inhibits Lassa virus entry",2024,10.1128/jvi.00714-24
Optimization of Lead Biosorption Yield by Streptomyces humidus DBPb2 Derived from a Public Waste Dump Using the Response Surface Methodology,2024,10.1007/s11270-024-07293-0
Structure of biofilm-forming functional amyloid PSMα1 from Staphylococcus aureus,2024,10.1073/pnas.2406775121
"Genetic and antigenic characterization of influenza A(H3N2) virus after 13 consecutive years of influenza surveillance in Senegal, 2010–2022",2024,10.1002/jmv.70010
Elucidating Physicochemical Features of Holin Proteins Responsible for Bacterial Cell Lysis,2024,10.1021/acs.jpcb.4c03040
"Warmer is better for evolutionary rescue, driving a warm-to-cold bias in habitat colonization dynamics",2024,10.1098/RSPB.2024.1605
EDTA enables to alleviate impacts of metal ions on conjugative transfer of antibiotic resistance genes,2024,10.1016/j.watres.2024.121659
Machine Learning Prediction of Small Molecule Accumulation in Escherichia Coli Enhanced with Descriptor Statistics,2024,10.1021/acs.jctc.4c00406
Novel functions of o-cymen-5-ol nanoemulsion in reversing colistin resistance in multidrug-resistant Klebsiella pneumoniae infections,2024,10.1016/j.bcp.2024.116384
Decoding the Structure–Function Relationship of the Muramidase Domain in E. coli O157.H7 Bacteriophage Endolysin: A Potential Building Block for Chimeric Enzybiotics,2024,10.1007/s10930-024-10195-z
Insight into environmental adaptability of antibiotic resistome from surface water to deep sediments in anthropogenic lakes by metagenomics,2024,10.1016/j.watres.2024.121583
Antimicrobial Peptide Screening from Microbial Genomes in Sludge Based on Deep Learning,2024,10.3390/app14051936
Characterisation of cefiderocol-resistant spontaneous mutant variants of Klebsiella pneumoniae-producing NDM-5 with a single mutation in cirA,2024,10.1016/j.ijantimicag.2024.107131
Multiblock partial least squares and rank aggregation: Applications to detection of bacteriophages associated with antimicrobial resistance in the presence of potential confounding factors,2024,10.1002/sim.10058
Multifaceted Activity of Fabimycin: Insights from Molecular Dynamics Studies on Bacterial Membrane Models,2024,10.1021/acs.jcim.4c00228
Heat transfer in three dimensional micropolar based nanofluid with electromagnetic waves in the presence of eukaryotic microbes,2024,10.1016/j.aej.2024.03.034
A Nanocomposite Dynamic Covalent Cross-Linked Hydrogel Loaded with Fusidic Acid for Treating Antibiotic-Resistant Infected Wounds,2024,10.1021/acsabm.3c01293
Modeling resistance to the broadly neutralizing antibody PGT121 in people living with HIV-1,2024,10.1371/journal.pcbi.1011518
"Integrative analysis discovers Imidurea as dual multitargeted inhibitor of CD69, CD40, SHP2, lysozyme, GATA3, cCBL, and S-cysteinase from SARS-CoV-2 and M. tuberculosis",2024,10.1016/j.ijbiomac.2024.132332
Diverse plasmid systems and their ecology across human gut metagenomes revealed by PlasX and MobMess,2024,10.1038/s41564-024-01610-3
Analysis of clinical Candida parapsilosis isolates reveals copy number variation in key fluconazoleresistance genes,2024,10.1128/aac.01619-23
