title,year,doi,source,article_key
Deciphering the Molecular Recognition Mechanism of Multidrug Resistance Staphylococcus aureus NorA Efflux Pump Using a Supervised Molecular Dynamics Approach,2019,10.3390/ijms20164041,WoS,10.3390/ijms20164041
"Design, antimicrobial activity and mechanism of action of Arg-rich ultra-short cationic lipopeptides",2019,10.1371/journal.pone.0212447,WoS,10.1371/journal.pone.0212447
Dissecting horizontal and vertical gene transfer of antibiotic resistance plasmid in bacterial community using microfluidics,2019,10.1016/j.envint.2019.105007,WoS,10.1016/j.envint.2019.105007
Diversification and Evolution of Vancomycin-Resistant Enterococcus faecium during Intestinal Domination,2019,10.1128/IAI.00102-19,WoS,10.1128/iai.00102-19
Diversification of Colonization Factors in a Multidrug-Resistant Escherichia coli Lineage Evolving under Negative Frequency-Dependent Selection,2019,10.1128/mBio.00644-19,WoS,10.1128/mbio.00644-19
Droplet- Rather than Aerosol-Mediated Dispersion Is the Primary Mechanism of Bacterial Transmission from Contaminated Hand-Washing Sink Traps,2019,10.1128/AEM.01997-18,WoS,10.1128/aem.01997-18
Effect of an Antimicrobial Peptide on Lateral Segregation of Lipids: A Structure and Dynamics Study by Neutron Scattering,2019,10.1021/acs.langmuir.8b04158,WoS,10.1021/acs.langmuir.8b04158
Effect of challenge dose of plasmid-mediated extended-spectrum β-lactamase and AmpC β-lactamase producing Escherichia coli on time-until-colonization and level of excretion in young broilers,2019,10.1016/j.vetmic.2019.108446,WoS,10.1016/j.vetmic.2019.108446
Efficient assembly and long-term stability of defensive microbiomes via private resources and community bistability,2019,10.1371/journal.pcbi.1007109,WoS,10.1371/journal.pcbi.1007109
Emerging investigator series: towards a framework for establishing the impacts of pharmaceuticals in wastewater irrigation systems on agro-ecosystems and human health,2019,10.1039/c9em00020h,WoS,10.1039/c9em00020h
Environmental heterogeneity can tip the population genetics of range expansions,2019,10.7554/eLife.44359,WoS,10.7554/elife.44359
Environmental structure drives resistance to phages and antibiotics during phage therapy and to invading lysogens during colonisation,2019,10.1038/s41598-019-39773-3,WoS,10.1038/s41598-019-39773-3
"Epistasis between antibiotic tolerance, persistence, and resistance mutations",2019,10.1073/pnas.1906169116,WoS,10.1073/pnas.1906169116
"Evaluating the role of Burkholderia pseudomallei K96243 toxins BPSS0390, BPSS0395, and BPSS1584 in persistent infection",2019,10.1111/cmi.13096,WoS,10.1111/cmi.13096
Evaluation of Tobramycin and Ciprofloxacin as a Synergistic Combination Against Hypermutable Pseudomonas Aeruginosa Strains via Mechanism-Based Modelling,2019,10.3390/pharmaceutics11090470,WoS,10.3390/pharmaceutics11090470
Evolutionary model for the unequal segregation of high copy plasmids,2019,10.1371/journal.pcbi.1006724,WoS,10.1371/journal.pcbi.1006724
Exploration of the antibiotic resistome in a wastewater treatment plant by a nine-year longitudinal metagenomic study,2019,10.1016/j.envint.2019.105270,WoS,10.1016/j.envint.2019.105270
Fighting Pathogenic Bacteria on Two Fronts: Phages and Antibiotics as Combined Strategy,2019,10.3389/fcimb.2019.00022,WoS,10.3389/fcimb.2019.00022
Filamentous bacteriophages are associated with chronic Pseudomonas lung infections and antibiotic resistance in cystic fibrosis,2019,10.1126/scitranslmed.aau9748,WoS,10.1126/scitranslmed.aau9748
Fluconazole Monotherapy Is a Suboptimal Option for Initial Treatment of Cryptococcal Meningitis Because of Emergence of Resistance,2019,10.1128/mBio.02575-19,WoS,10.1128/mbio.02575-19
Functional and structural basis of E. coli enolase inhibition by SF2312: a mimic of the carbanion intermediate,2019,10.1038/s41598-019-53301-3,WoS,10.1038/s41598-019-53301-3
"Genetic Background Modifies the Topography of a Fitness Landscape, Influencing the Dynamics of Adaptive Evolution",2019,10.1109/ACCESS.2019.2935911,WoS,10.1109/access.2019.2935911
"Genetic, Biochemical, and Structural Characterization of CMY-136 β-Lactamase, a Peculiar CMY-2 Variant",2019,10.1021/acsinfecdis.8b00240,WoS,10.1021/acsinfecdis.8b00240
Genome-wide epistasis and co-selection study using mutual information,2019,10.1093/nar/gkz656,WoS,10.1093/nar/gkz656
Genomics and Genetics of Streptococcus Pneumoniae,2019,10.1128/microbiolspec.GPP3-0025-2018,WoS,10.1128/microbiolspec.gpp3-0025-2018
Herpes simplex encephalitis in adult patients with MASP-2 deficiency,2019,10.1371/journal.ppat.1008168,WoS,10.1371/journal.ppat.1008168
Hinge Region in DNA Packaging Terminase pUL15 of Herpes Simplex Virus: A Potential Allosteric Target for Antiviral Drugs,2019,10.3390/biom9100603,WoS,10.3390/biom9100603
"Host Resistance, Genomics and Population Dynamics in a Salmonella Enteritidis and Phage System",2019,10.3390/v11020188,WoS,10.3390/v11020188
In silico structural elucidation of RNA-dependent RNA polymerase towards the identification of potential Crimean-Congo Hemorrhagic Fever Virus inhibitors,2019,10.1038/s41598-019-43129-2,WoS,10.1038/s41598-019-43129-2
In Vitro Study of Stepwise Acquisition of rv0678 and atpE Mutations Conferring Bedaquiline Resistance,2019,10.1128/AAC.00292-19,WoS,10.1128/aac.00292-19
In-host evolution of Staphylococcus epidermidis in a pacemaker-associated endocarditis resulting in increased antibiotic tolerance,2019,10.1038/s41467-019-09053-9,WoS,10.1038/s41467-019-09053-9
Increases in Hydrophilicity and Charge on the Polar Face of Alyteserin 1c Helix Change its Selectivity towards Gram-Positive Bacteria,2019,10.3390/antibiotics8040238,WoS,10.3390/antibiotics8040238
Independent effects on cellular and humoral immune responses underlie genotype-by-genotype interactions between Drosophila and parasitoids,2019,10.1371/journal.ppat.1008084,WoS,10.1371/journal.ppat.1008084
"Insight into the antimicrobial mechanism of action of β2,2-amino acid derivatives from molecular dynamics simulation: Dancing the can-can at the membrane surface",2019,10.1016/j.bbamem.2019.07.016,WoS,10.1016/j.bbamem.2019.07.016
Integrated Experimental and Computational Analyses Reveal Differential Metabolic Functionality in Antibiotic-Resistant Pseudomonas aeruginosa,2019,10.1016/j.cels.2018.12.002,WoS,10.1016/j.cels.2018.12.002
Integrating mathematical models with experimental data to investigate the within-host dynamics of bacterial infections,2019,10.1093/femspd/ftaa001,WoS,10.1093/femspd/ftaa001
Interaction between Copper Oxide Nanoparticles and Amino Acids: Influence on the Antibacterial Activity,2019,10.3390/nano9050792,WoS,10.3390/nano9050792
Interaction of Antimicrobial Lipopeptides with Bacterial Lipid Bilayers,2019,10.1007/s00232-019-00068-3,WoS,10.1007/s00232-019-00068-3
Interpretable genotype-to-phenotype classifiers with performance guarantees,2019,10.1038/s41598-019-40561-2,WoS,10.1038/s41598-019-40561-2
Lying in Wait: Modeling the Control of Bacterial Infections via Antibiotic-Induced Proviruses,2019,10.1128/mSystems.00221-19,WoS,10.1128/msystems.00221-19
Machine Learning Analyses on Data including Essential Oil Chemical Composition and In Vitro Experimental Antibiofilm Activities against Staphylococcus Species,2019,10.3390/molecules24050890,WoS,10.3390/molecules24050890
Magainin-H2 effects on the permeabilization and mechanical properties of giant unilamellar vesicles,2019,10.1016/j.jcis.2019.06.028,WoS,10.1016/j.jcis.2019.06.028
Mathematical model predicts anti-adhesion-antibiotic-debridement combination therapies can clear an antibiotic resistant infection,2019,10.1371/journal.pcbi.1007211,WoS,10.1371/journal.pcbi.1007211
Mathematical modelling to study the horizontal transfer of antimicrobial resistance genes in bacteria: current state of the field and recommendations,2019,10.1098/rsif.2019.0260,WoS,10.1098/rsif.2019.0260
Measuring Microbial Mutation Rates with the Fluctuation Assay,2019,10.3791/60406,WoS,10.3791/60406
Membrane charge and lipid packing determine polymyxin-induced membrane damage,2019,10.1038/s42003-019-0297-6,WoS,10.1038/s42003-019-0297-6
Metabolic Modeling Elucidates the Transactions in the Rumen Microbiome and the Shifts Upon Virome Interactions,2019,10.3389/fmicb.2019.02412,WoS,10.3389/fmicb.2019.02412
Metabolomic Analysis of Defense-Related Reprogramming in Sorghum bicolor in Response to Colletotrichum sublineolum Infection Reveals a Functional Metabolic Web of Phenylpropanoid and Flavonoid Pathways,2019,10.3389/fpls.2018.01840,WoS,10.3389/fpls.2018.01840
Micellar curcumin improves the antibacterial activity of the alkylphosphocholines erufosine and miltefosine against pathogenic Staphyloccocus aureus strains,2019,10.1080/13102818.2018.1533792,WoS,10.1080/13102818.2018.1533792
"Micro-evolution of three Streptococcus species: selection, antigenic variation, and horizontal gene inflow",2019,10.1186/s12862-019-1403-6,WoS,10.1186/s12862-019-1403-6
Microbial Exchange via Fomites and Implications for Human Health,2019,10.1007/s40726-019-00123-6,WoS,10.1007/s40726-019-00123-6
Minor sequence modifications in temporin B cause drastic changes in antibacterial potency and selectivity by fundamentally altering membrane activity,2019,10.1038/s41598-018-37630-3,WoS,10.1038/s41598-018-37630-3
Mobile Compensatory Mutations Promote Plasmid Survival,2019,10.1128/mSystems.00186-18,WoS,10.1128/msystems.00186-18
Model genotype-phenotype mappings and the algorithmic structure of evolution,2019,10.1098/rsif.2019.0332,WoS,10.1098/rsif.2019.0332
Modified Antibiotic Adjuvant Ratios Can Slow and Steer the Evolution of Resistance: Co-amoxiclav as a Case Study,2019,10.1128/mBio.01831-19,WoS,10.1128/mbio.01831-19
Molecular Anatomy of the Receptor Binding Module of a Bacteriophage Long Tail Fiber,2019,10.1371/journal.ppat.1008193,WoS,10.1371/journal.ppat.1008193
Molecular Dynamics Simulation reveals the mechanism by which the Influenza Cap-dependent Endonuclease acquires resistance against Baloxavir marboxil,2019,10.1038/s41598-019-53945-1,WoS,10.1038/s41598-019-53945-1
mRNA Degradation Rates Are Coupled to Metabolic Status in Mycobacterium smegmatis,2019,10.1128/mBio.00957-19,WoS,10.1128/mbio.00957-19
Mutational pathway maps and founder effects define the within-host spectrum of hepatitis C virus mutants resistant to drugs,2019,10.1371/journal.ppat.1007701,WoS,10.1371/journal.ppat.1007701
Neurotrophin gene augmentation by electrotransfer to improve cochlear implant hearing outcomes,2019,10.1016/j.heares.2019.06.002,WoS,10.1016/j.heares.2019.06.002
Nonlinear frequency-dependent selection promotes long-term coexistence between bacteria species,2019,10.1111/ele.13276,WoS,10.1111/ele.13276
Novel Hit Compounds as Putative Antifungals: The Case of Aspergillus fumigatus,2019,10.3390/molecules24213853,WoS,10.3390/molecules24213853
Novel tool to quantify cell wall porosity relates wall structure to cell growth and drug uptake,2019,10.1083/jcb.201810121,WoS,10.1083/jcb.201810121
On the mechanism of antibiotic resistance and fecal microbiota transplantation,2019,10.3934/mbe.2019354,WoS,10.3934/mbe.2019354
PANINI: Pangenome Neighbour Identification for Bacterial Populations,2019,10.1099/mgen.0.000220,WoS,10.1099/mgen.0.000220
Pervasive and diverse collateral sensitivity profiles inform optimal strategies to limit antibiotic resistance,2019,10.1371/journal.pbio.3000515,WoS,10.1371/journal.pbio.3000515
Phage therapy administered noninvasively could be effective in thin tubes subject to episodic flow despite washout: a simulation study,2019,10.1088/1478-3975/ab2ea0,WoS,10.1088/1478-3975/ab2ea0
Pharmacokinetic and Pharmacodynamic Integration and Resistance Analysis of Tilmicosin Against Mycoplasma gallisepticum in an In Vitro Dynamic Model,2019,10.3389/fphar.2019.00670,WoS,10.3389/fphar.2019.00670
Pharmacological limitations of phage therapy,2019,10.1080/03009734.2019.1688433,WoS,10.1080/03009734.2019.1688433
Picomolar to Micromolar: Elucidating the Role of Distal Mutations in HIV-1 Protease in Conferring Drug Resistance,2019,10.1021/acschembio.9b00370,WoS,10.1021/acschembio.9b00370
PilT and PilU are homohexameric ATPases that coordinate to retract type IVa pili,2019,10.1371/journal.pgen.1008448,WoS,10.1371/journal.pgen.1008448
Plasma Membrane Integrity During Cell-Cell Fusion and in Response to Pore-Forming Drugs Is Promoted by the Penta-EF-Hand Protein PEF1 in Neurospora crassa,2019,10.1534/genetics.119.302363,WoS,10.1534/genetics.119.302363
Plasmid-encoded tet(X) genes that confer high-level tigecycline resistance in Escherichia coli,2019,10.1038/s41564-019-0496-4,WoS,10.1038/s41564-019-0496-4
Pneumococcal lineages associated with serotype replacement and antibiotic resistance in childhood invasive pneumococcal disease in the post-PCV13 era: an international whole-genome sequencing study,2019,10.1016/S1473-3099(19)30297-X,WoS,10.1016/s1473-3099(19)30297-x
"Population Structure, Molecular Epidemiology, and β-Lactamase Diversity among Stenotrophomonas maltophilia Isolates in the United States",2019,10.1128/mBio.00405-19,WoS,10.1128/mbio.00405-19
Power-law tail in lag time distribution underlies bacterial persistence,2019,10.1073/pnas.1903836116,WoS,10.1073/pnas.1903836116
"Pre-detection history of extensively drug-resistant tuberculosis in KwaZulu-Natal, South Africa",2019,10.1073/pnas.1906636116,WoS,10.1073/pnas.1906636116
Prediction and characterisation of lantibiotic structures with molecular modelling and molecular dynamics simulations,2019,10.1038/s41598-019-42963-8,WoS,10.1038/s41598-019-42963-8
Pyruvate Kinase Regulates the Pentose-Phosphate Pathway in Response to Hypoxia in Mycobacterium tuberculosis,2019,10.1016/j.jmb.2019.07.033,WoS,10.1016/j.jmb.2019.07.033
Quantifying the impact of treatment history on plasmid-mediated resistance evolution in human gut microbiota,2019,10.1073/pnas.1912188116,WoS,10.1073/pnas.1912188116
Radical Stabilization Energies for Enzyme Engineering: Tackling the Substrate Scope of the Radical Enzyme QueE,2019,10.1021/acs.jcim.9b00017,WoS,10.1021/acs.jcim.9b00017
Reaction Kinetic Models of Antibiotic Heteroresistance,2019,10.3390/ijms20163965,WoS,10.3390/ijms20163965
Remarkable geographical variations between India and Europe in carriage of the staphylococcal surface protein-encoding sasX/sesI and in the population structure of methicillin-resistant Staphylococcus aureus belonging to clonal complex 8,2019,10.1016/j.cmi.2018.07.024,WoS,10.1016/j.cmi.2018.07.024
Role of co-expressed APOBEC3F and APOBEC3G in inducing HIV-1 drug resistance,2019,10.1016/j.heliyon.2019.e01498,WoS,10.1016/j.heliyon.2019.e01498
Salmonella persisters promote the spread of antibiotic resistance plasmids in the gut,2019,10.1038/s41586-019-1521-8,WoS,10.1038/s41586-019-1521-8
"Sensitivity to the two peptide bacteriocin plantaricin EF is dependent on CorC, a membrane-bound, magnesium/cobalt efflux protein",2019,10.1002/mbo3.827,WoS,10.1002/mbo3.827
Silver ions cause oscillation of bacterial length of Escherichia coli,2019,10.1038/s41598-019-48113-4,WoS,10.1038/s41598-019-48113-4
Simultaneous molecular docking of different ligands to His6-tagged organophosphorus hydrolase as an effective tool for assessing their effect on the enzyme,2019,10.7717/peerj.7684,WoS,10.7717/peerj.7684
Soil Functions: Connecting Earth's Critical Zone,2019,10.1146/annurev-earth-063016-020544,WoS,10.1146/annurev-earth-063016-020544
Stability and periodic solutions for a model of bacterial resistance to antibiotics caused by mutations and plasmids,2019,10.1016/j.apm.2019.06.017,WoS,10.1016/j.apm.2019.06.017
"Stability, Hopf bifurcation and effects of impulsive antibiotic treatments in a model of drug resistance with conversion delay",2019,10.1186/s13662-019-2216-z,WoS,10.1186/s13662-019-2216-z
Structural insight into YcbB-mediated beta-lactam resistance in Escherichia coli,2019,10.1038/s41467-019-09507-0,WoS,10.1038/s41467-019-09507-0
Sustained activity of novel THIOMAB antibody-antibiotic conjugate against Staphylococcus aureus in a mouse model: Longitudinal pharmacodynamic assessment by bioluminescence imaging,2019,10.1371/journal.pone.0224096,WoS,10.1371/journal.pone.0224096
Synergistic Meropenem-Tobramycin Combination Dosage Regimens against Clinical Hypermutable Pseudomonas aeruginosa at Simulated Epithelial Lining Fluid Concentrations in a Dynamic Biofilm Model,2019,10.1128/AAC.01293-19,WoS,10.1128/aac.01293-19
Tanshinones: First-in-Class Inhibitors of the Biogenesis of the Type 3 Secretion System Needle of Pseudomonas aeruginosa for Antibiotic Therapy,2019,10.1021/acscentsci.9b00452,WoS,10.1021/acscentsci.9b00452
Targeting antibiotic resistant bacteria with phage reduces bacterial density in an insect host,2019,10.1098/rsbl.2018.0895,WoS,10.1098/rsbl.2018.0895
Temporin L and aurein 2.5 have identical conformations but subtly distinct membrane and antibacterial activities,2019,10.1038/s41598-019-47327-w,WoS,10.1038/s41598-019-47327-w
"The ClpX chaperone controls autolytic splitting of Staphylococcus aureus daughter cells, but is bypassed by β-lactam antibiotics or inhibitors of WTA biosynthesis",2019,10.1371/journal.ppat.1008044,WoS,10.1371/journal.ppat.1008044
The Combined Effect of Cold and Copper Stresses on the Proliferation and Transcriptional Response of Listeria monocytogenes,2019,10.3389/fmicb.2019.00612,WoS,10.3389/fmicb.2019.00612
The functional convergence of antibiotic resistance in β-lactamases is not conferred by a simple convergent substitution of amino acid,2019,10.1111/eva.12835,WoS,10.1111/eva.12835
The Immune Protein Calprotectin Impacts Clostridioides difficile Metabolism through Zinc Limitation,2019,10.1128/mBio.02289-19,WoS,10.1128/mbio.02289-19
The inhibitory mechanism of aurintricarboxylic acid targeting serine/threonine phosphatase Stp1 in Staphylococcus aureus: insights from molecular dynamics simulations,2019,10.1038/s41401-019-0216-x,WoS,10.1038/s41401-019-0216-x
"The pneumococcal σX activator, ComW, is a DNA-binding protein critical for natural transformation",2019,10.1074/jbc.RA119.007571,WoS,10.1074/jbc.ra119.007571
The pore-forming action of polyenes: From model membranes to living organisms,2019,10.1016/j.bbamem.2018.11.006,WoS,10.1016/j.bbamem.2018.11.006
The Role of Regulatory Mechanisms and Environmental Parameters in Staphylococcal Food Poisoning and Resulting Challenges to Risk Assessment,2019,10.3389/fmicb.2019.01307,WoS,10.3389/fmicb.2019.01307
The structure-activity profile of mercaptobenzamides' anti-HIV activity suggests that thermodynamics of metabolism is more important than binding affinity to the target,2019,10.1016/j.ejmech.2019.06.020,WoS,10.1016/j.ejmech.2019.06.020
The Transcription Factors TFEB and TFE3 Link the FLCN-AMPK Signaling Axis to Innate Immune Response and Pathogen Resistance,2019,10.1016/j.celrep.2019.02.102,WoS,10.1016/j.celrep.2019.02.102
"Theaflavin-3,3′-digallate increases the antibacterial activity of β-lactam antibiotics by inhibiting metallo-β-lactamase activity",2019,10.1111/jcmm.14580,WoS,10.1111/jcmm.14580
Theoretical investigation of stochastic clearance of bacteria: first-passage analysis,2019,10.1098/rsif.2018.0765,WoS,10.1098/rsif.2018.0765
Transient drug-tolerance and permanent drug-resistance rely on the trehalose-catalytic shift in Mycobacterium tuberculosis,2019,10.1038/s41467-019-10975-7,WoS,10.1038/s41467-019-10975-7
Translating Nanomedicine to Comparative Oncology-the Case for Combining Zinc Oxide Nanomaterials with Nucleic Acid Therapeutic and Protein Delivery for Treating Metastatic Cancer,2019,10.1124/jpet.118.256230,WoS,10.1124/jpet.118.256230
Transmission dynamics and control of multidrug-resistant Klebsiella pneumoniae in neonates in a developing country,2019,10.7554/eLife.50468,WoS,10.7554/elife.50468
Two New Plasmid Post-segregational Killing Mechanisms for the Implementation of Synthetic Gene Networks in Escherichia coli,2019,10.1016/j.isci.2019.03.019,WoS,10.1016/j.isci.2019.03.019
Underscoring interstrain variability and the impact of growth conditions on associated antimicrobial susceptibilities in preclinical testing of novel antimicrobial drugs,2019,10.1080/1040841X.2018.1538934,WoS,10.1080/1040841x.2018.1538934
Uropathogenic Escherichia coli employs both evasion and resistance to subvert innate immune-mediated zinc toxicity for dissemination,2019,10.1073/pnas.1820870116,WoS,10.1073/pnas.1820870116
VERA: agent-based modeling transmission of antibiotic resistance between human pathogens and gut microbiota,2019,10.1093/bioinformatics/btz154,WoS,10.1093/bioinformatics/btz154
A Chemical Counterpunch: Chromobacterium violaceum ATCC 31532 Produces Violacein in Response to Translation-Inhibiting Antibiotics,2020,10.1128/mBio.00948-20,WoS,10.1128/mbio.00948-20
A de novo approach to inferring within-host fitness effects during untreated HIV-1 infection,2020,10.1371/journal.ppat.1008171,WoS,10.1371/journal.ppat.1008171
A generalised model for generalised transduction: the importance of co-evolution and stochasticity in phage mediated antimicrobial resistance transfer,2020,10.1093/femsec/fiaa100,WoS,10.1093/femsec/fiaa100
A Genotype-Phenotype Correlation Study of SHV β-Lactamases Offers New Insight into SHV Resistance Profiles,2020,10.1128/AAC.02293-19,WoS,10.1128/aac.02293-19
A Novel Cecropin D-Derived Short Cationic Antimicrobial Peptide Exhibits Antibacterial Activity Against Wild-Type and Multidrug-Resistant Strains ofKlebsiella pneumoniaeandPseudomonas aeruginosa,2020,10.1177/1176934320936266,WoS,10.1177/1176934320936266
A Roadblock-and-Kill Mechanism of Action Model for the DNA-Targeting Antibiotic Ciprofloxacin,2020,10.1128/AAC.02487-19,WoS,10.1128/aac.02487-19
Abscisic Acid Connects Phytohormone Signaling with RNA Metabolic Pathways and Promotes an Antiviral Response that Is Evaded by a Self-Controlled RNA Virus,2020,10.1016/j.xplc.2020.100099,WoS,10.1016/j.xplc.2020.100099
Adapt or Perish: Evolutionary Rescue in a Gradually Deteriorating Environment,2020,10.1534/genetics.120.303624,WoS,10.1534/genetics.120.303624
Advanced Methods for Studying Structure and Interactions of Macrolide Antibiotics,2020,10.3390/ijms21207799,WoS,10.3390/ijms21207799
Advancing Antimicrobial Resistance Research Through Quantitative Modeling and Synthetic Biology,2020,10.3389/fbioe.2020.583415,WoS,10.3389/fbioe.2020.583415
Aggregated Amphiphilic Antimicrobial Peptides Embedded in Bacterial Membranes,2020,10.1021/acsami.0c09931,WoS,10.1021/acsami.0c09931
Amphiphilic silver nanoclusters show active nano-bio interaction with compelling antibacterial activity against multidrug-resistant bacteria,2020,10.1038/s41427-020-00239-y,WoS,10.1038/s41427-020-00239-y
Analysis of the Destabilization of Bacterial Membranes by Quaternary Ammonium Compounds: A Combined Experimental and Computational Study,2020,10.1002/cbic.201900698,WoS,10.1002/cbic.201900698
Antibacterial Effect of Chitosan-Gold Nanoparticles and Computational Modeling of the Interaction between Chitosan and a Lipid Bilayer Model,2020,10.3390/nano10122340,WoS,10.3390/nano10122340
"Antibiofilm Activity of a Trichoderma Metabolite against Xanthomonas campestris pv. campestris, Alone and in Association with a Phage",2020,10.3390/microorganisms8050620,WoS,10.3390/microorganisms8050620
Antibiofilm Activity on Candida albicans and Mechanism of Action on Biomembrane Models of the Antimicrobial Peptide Ctn[15-34],2020,10.3390/ijms21218339,WoS,10.3390/ijms21218339
Antibiotic-Induced Mutagenesis: Under the Microscope,2020,10.3389/fmicb.2020.585175,WoS,10.3389/fmicb.2020.585175
Antibiotics can be used to contain drug-resistant bacteria by maintaining sufficiently large sensitive populations,2020,10.1371/journal.pbio.3000713,WoS,10.1371/journal.pbio.3000713
Antimicrobial Resistance in Clinical Ureaplasma spp. and Mycoplasma hominis and Structural Mechanisms Underlying Quinolone Resistance,2020,10.1128/AAC.02560-19,WoS,10.1128/aac.02560-19
Antithetic population response to antibiotics in a polybacterial community,2020,10.1126/sciadv.aaz5108,WoS,10.1126/sciadv.aaz5108
Application of median lethal concentration (LC50) of pathogenic microorganisms and their antigens in vaccine development,2020,10.1186/s13104-020-05126-x,WoS,10.1186/s13104-020-05126-x
Application of Optimal Control to Influenza Pneumonia Coinfection with Antiviral Resistance,2020,10.1155/2020/5984095,WoS,10.1155/2020/5984095
Bacterial Transformation Buffers Environmental Fluctuations through the Reversible Integration of Mobile Genetic Elements,2020,10.1128/mBio.02443-19,WoS,10.1128/mbio.02443-19
